employeeID;industry;company;score;like;dislike
7581;Technology;IBM;5.0;Safety;Excellent
7582;Technology;IBM;4.0;IBM is a great workplace for technical skill growth as it provides great platform for technical enthusiasts to explore, learn and indulge. Better job security and flexibility.;Their pay and promotions is not upto the mark as per industry standards.
7583;Technology;IBM;3.0;Nothing;Nothing
7584;Technology;IBM;5.0;Innovative & creative approach;None
7585;Technology;IBM;5.0;Yes all good and they supported.. Thanks;All good
7586;Technology;IBM;4.0;I have a great team and love working with each and every one. Everyone is available when required. Good learning environment where we can explore our selves with various technologies. My journey overall was very interesting as I went through different phases in my entire career. Managers just need no issues in the respective area;--
7587;Technology;IBM;3.0;Bad Company for contractor;No job security
7588;Technology;IBM;5.0;Iam supported;Any working I will do that. Ibm
7589;Technology;IBM;4.0;Work Atmosphere is good. Not much Pressure. Learning depends on us;It depends on luck if we get a good project then lot of learning else some projects have no learning
7590;Technology;IBM;5.0;Over all it is good experience working at IBM;Overall good experience working at IBM
7591;Technology;IBM;5.0;Learning;No Salary hike
7592;Technology;IBM;4.0;Good educational / training content for learning.;Compensation / Benefits
7593;Technology;IBM;1.0;Not a company for Hard working people, Suitable for people who doesnt work and who does politics and bucketing for Manager. No work life balance lot of pressure. Completely dependent on manager.;Completely Manager dependent company No HR policies. Not a company for working women. Suitable for people who doesnt work and who does politics and bucketing for manager. No work life balance. lot of pressure.
7594;Technology;IBM;4.0;Infrastructure, Job Security;Internal politics more, no salary growth
7595;Technology;IBM;5.0;very good;Very much satisfied
7596;Technology;IBM;5.0;IBM supportive their employee;They changed project many time .
7597;Technology;IBM;4.0;Great place for career development and job security;Annual increment
7598;Technology;IBM;5.0;The work environment is too good in IBM , work life is also balanced apart from that the colleagues support is also playing a vital role during submission of data or meeting the deadline on time.;The growth is not up to the mark as one expected, and there is a too much involvement of politics upto the top level management, compensation is not so high too
7599;Technology;IBM;3.0;The team I am working with is very supportive and friendly. IBM offers good work-life balance and flexibility. It won't fire you unless you really can't perform despite many chances given.;IBM typically offers salary that is lower than industry standards and the yearly increments are either non-existent or very low. Same is the case with bonuses which is typically a week's pay (not even a month's). Please generally stick around because of great work-life balance that IBM offers.
7600;Technology;IBM;5.0;I like ibm India pvt ltd . Here job security is safe...;No commebts
7601;Technology;IBM;3.0;Job security, work culture;Low Pay raise, work quality
7602;Technology;IBM;5.0;IBM is a Great organization, they are supporting very well during this Hard time.;1
7603;Technology;IBM;3.0;For me it's a terrible experience;Management politics
7604;Technology;IBM;1.0;Learning;The people running it with selfish motives. Very bias and not supportive of their own employees. No empathy at all. Takes ages to get things done. Overworked on weekends.
7605;Technology;IBM;5.0;Work life balance, ease of learning new skills, upskilling, cross Skilling;slow career growth and less compensation hikes
7606;Technology;IBM;4.0;Line leader;Nothing else
7607;Technology;IBM;5.0;Happy;Nothing
7608;Technology;IBM;4.0;IBM work culture is good and working hours are comfortable also safety wise its good.;Not all project provide cab facility .After 7PM everyday getting late because of work or traffic or rain.As a women employer everyone should get cab facility either from project or from IBM
7609;Technology;IBM;5.0;Excellent;Nothing
7610;Technology;IBM;5.0;Skill development and learning& career growth;No
7611;Technology;IBM;5.0;During this critical situation IBM has closed the entire working condition to secure and safety if employees and knows the value of life.;Excellent experience
7612;Technology;IBM;5.0;i have lost job with ibm i want to continue;there is no reason i wan dislike just they should secure my job in covid
7613;Technology;IBM;5.0;Good;Salary
7614;Technology;IBM;5.0;Good place to work and good at work life balancE;In terms of hikes
7615;Technology;IBM;5.0;1)There is no work presser 2)More opportunity to learn;So many people working from long time so we can't see Good skills from them.
7616;Technology;IBM;5.0;Everyone is working from home and thinking innovatively to ensure our clients do not get impacted.;Too big. Hence too slow to transform.
7617;Technology;IBM;4.0;I feel that job security is good in IBM;Moving to different technology is quite difficult
7618;Technology;IBM;3.0;This company good for people who don't work but get paid. HR is non existent. Manager is GOD. They decide your future in the company;Everything about IBM is not worth the effort. Useless company Would never recommend to anyone. Definitely a perfect place to destroy hard working people's life.
7619;Technology;IBM;5.0;Good work environment & team are supportive and management is awesome everything is ok;Nothing
7620;Technology;IBM;4.0;The work life balance is very good in IBM.;Hikes and promotions are pathetic in IBM.
7621;Technology;IBM;5.0;They'll support us in each and every situation;None
7622;Technology;IBM;5.0;Challenging job role, people, good Managers;Salary
7623;Technology;IBM;4.0;.;.
7624;Technology;IBM;5.0;Work life balance is what IBM mean too. You have lots of options to make urself work life balance. Good teams to work with, good career growth If you keep yourself updated and you switch internally. Easy to travel to office location as it is in city. Appraisal is good not too bad.;Nothing to say.
7625;Technology;IBM;5.0;The environment is very good. But some people always trying that your life become hell. So stay away from negative vibes and enjoy your work.;Work pressure
7626;Technology;IBM;4.0;People here are quite professional, you can learn as much as you can. IBM is a technology giant, and their learning portal is awesome. If one has the zest to learn, they can learn advanced technologies without spending their money. IBM does provide work from home facilities but again it varies upon your business unit and project, but;We have virtual friends here :) There are projects/ Team where most of the people work from home - people take work from home for granted. At least they can make it mandatory to come to office twice or trice in a week. Last but not least, Tea is not free - but I guess, you can afford that :)
7627;Technology;IBM;4.0;Work environment is too good and flexible but growth is very poor.Management is not supportive in your compensation.Salary hike is only 3-8% per Year also it's not sure every year.;Politics and Management
7628;Technology;IBM;4.0;Flexible timings, learning opportunities but that u have to to after working hours;Unnecessary privileges for managers. Less money.
7629;Technology;IBM;5.0;Best care for an employee;Nothing
7630;Technology;IBM;3.0;Process driven company..Most of things in place to focus only on work.;Managers are treat like God and employee treat like Dog. Few managers don't know how to interact with employee..
7631;Technology;IBM;5.0;I love the fact that Iam a part of a team that makes reliable, high quality products and has a global client base.;Compensation is decent, but growth is slow.
7632;Technology;IBM;5.0;Working with IBM is a great opportunity and a secured place. Salary wise is not upto the mark. Need to wait for hike but hike is very less and not satisfactory. Lot of politics in the workplace and works only if bucketing done. Training wise excellent. Job security is only if we are in IBM. Cab facility has to be improved. Then and there hike should be given as per performance.;Cab facility is yak, pay is less for the shifts which is not as per Indian timings.
7633;Technology;IBM;2.0;Everything purely depends on the project we are put into!;IBM as such is a very good company. Your work satisfaction depends on which project you were put into.
7634;Technology;IBM;1.0;Absolutely Nothing;The work culture is pathetic in IBM. There is no HR and nobody to hear an employee's grievances. The management runs a nexus of boot licking people. They do not care about your skills and talent. All they care is how good you are at buttering. If you do not conform to their culture they will kick you out without any cause. They emplo
7635;Technology;IBM;4.0;Ibm is big company.online work;Work enviroment
7636;Technology;IBM;5.0;Work from home;Nothing
7637;Technology;IBM;4.0;I didn't like any thing;No Promotions, little salary hick and worest management in my project.
7638;Technology;IBM;1.0;Overall no growth in this company;Company good project manager were liers
7639;Technology;IBM;5.0;Provide freedom during working hours. Best company if talk about job security.;You can't enhance your like other companies.
7640;Technology;IBM;5.0;Work life;Less appraisal
7641;Technology;IBM;5.0;Team was awesome, helped on every every corner of error and doubt, team manager is also have helpful nature, the work environment is challenging most of the time, team manager teaches to handle the challenge with innovative ways...;Still now working with IBM is so far so good...
7642;Technology;IBM;4.0;As far as learning, job security, projects and flexibility is concerned IBM is a great .. But at the end of the day it all depends on your project and people manager.;As far as hike and compensation is concerned.... It's really bad there.
7643;Technology;IBM;4.0;We getting lots off opportunity to learn new process;Nothing, i m happy to work in IBM
7644;Technology;IBM;3.0;Flexible working hours and lots of oppurtunities.;RCM will pressure you to go into projects. They don't bother whether the profile is relevant to candidate skill set or not. While joining the project they will project it as very good skill and they will make you to enter into project.Hikes are very less.
7645;Technology;IBM;4.0;Job security;Training
7646;Technology;IBM;3.0;I am doing job in hard working team boys. Every benifits get from my company as international laws;I thinks not yet
7647;Technology;IBM;5.0;Working Culture;Overtime Compensation
7648;Technology;IBM;2.0;permanent job;Salaries not increased
7649;Technology;IBM;4.0;Good work environment and culture;There is a lot of politics
7650;Technology;IBM;4.0;work culture is good;nothing
7651;Technology;IBM;5.0;Work environment, career growth,;Politics, salary
7652;Technology;IBM;1.0;They are terminating the people in this covid situation;Worrust experience
7653;Technology;IBM;5.0;My Team and my project is very good. Learning many things, everyday gives me a new learning experience in IBM. IBM has a great work life balance with its flexibility. Job security and innovation are part of IBMs’ success. However the appraisal and hike is low.;Salary/appraisal
7654;Technology;IBM;4.0;Employee safty;Good environment
7655;Technology;IBM;3.0;job security;no benefits , no appraisal, no promotion, no growth, no incentives
7656;Technology;IBM;5.0;About the mangers, hr clerks ,staff and one of most thing salay they give salry on tme end of month,and professional environment, cafeteria free for ibm employee,career growth good .if i got opportunity i could glad to be oart of that organisation.;Nothing
7657;Technology;IBM;1.0;Good infrastructure;No women safety, no proper career growth, no cab facility for women two way, no free food or even coffee
7658;Technology;IBM;4.0;It's a well balanced organisation. You get lot of things to learn here. Work life balance is amazing and you get exposure to alot of things which can help you in career growth n job security is also there so over all a good organisation.;Growth is little slow. You get appraisal rarely.
7659;Technology;IBM;5.0;SQL developer;Team management
7660;Technology;IBM;5.0;Very good company in the Bangalore;I am not working on IBM
7661;Technology;IBM;4.0;WFH option and work life balance are the prominent facilities at IBM along with the oppurtunity for learning and Cross skilling;Average compensation benefits
7662;Technology;IBM;3.0;learning , work life balance based on the project nothing else I could think of;Very low compensation low increment too much politics slow growth
7663;Technology;IBM;4.0;The office culture is really good, specially the WFH policy (as long as you dom't misuse it). In my case the Manager's were really good and supportive, Considering the work environment , there is no problem until you are working good. I mainly liked the work culture and the colleagues over there, very helping nature.;Now comes the main part, for which we are spending time over there. At the end of the day, the thing that most matters is our Pay range. IBM really need to improve its Pay scale, A graduate Hire in IBM is earning similar to Security guard at the Receptionist. Even after gaining experience, you are not getting anything in return. Be
7664;Technology;IBM;4.0;IBM provides all good opportunity career growth only if you are placed in IBM offices ,if you are deployed in client location exposure is very limited. Very good benefits for female employees during maternity the best in the market.;No career growth for coordinator position the max is to become a senior coordinator even after three years in the system.
7665;Technology;IBM;4.0;Job security and work environment to some extent;Compensation, zero learnings, incompetent managers, no uniform division of work
7666;Technology;IBM;4.0;Working with IBM is great experience. There are lots of learning and development opportunities. If one has the willingness then he/she can learn and grow skills and IBM offers all possible support in this regards. Also work life balance is good, flexible work hours, work from home facility makes it very easy to balance work and family.;Only negative point is financial growth. You get hike of single digit that too in span of 2-3 years. Also mediclaim is very costly
7667;Technology;IBM;4.0;Sound infrastructure and flexible work life balance but it all depends on the project you are working in.Work from home facility.;Poor compensation and variable pay is almost negligible.
7668;Technology;IBM;5.0;Good platform to improve our skills and knowelage;I don't have negative feed back about IBM India Private Limited. I am comfortable with IBM.
7669;Technology;IBM;5.0;Good work environment and teammates are supportive;There is nothing to say negative about company
7670;Technology;IBM;4.0;Security,travel, work life balance;Salary/appraisal,
7671;Technology;IBM;4.0;It's good company with fabulous work environment and flexibility. Everything is good except compensation.;Compensation and slow career growth
7672;Technology;IBM;2.0;Nothing;Everything, management in CTL account is pathetic. Management are hypocrites, they play full time politics and do mental harassment. They are good at nothing and are completely unethical, uncultured idiots who don't even know how to behave with ladies. Not sure how IBM can keep such people. Here I question IBM.
7673;Technology;IBM;5.0;Work culture was good;Nothing
7674;Technology;IBM;5.0;IBM is my dream company to work. Is there any openings for Retail Banking Operations?????;.
7675;Technology;IBM;1.0;Nothing;There is no role of HR, no feedback taken from employees about manager, work culture, processes. No team outings. Rude management.
7676;Technology;IBM;1.0;Ibm gives more job security;Many disadvantages. I worked 3 years in one process they will change you in different teams but no hike. In one year 29 people left out of thirty from the company only in my process. including me except my manager. Nowadays hiring process is worst. If you know any manager in IBM even if you don’t have experience and relevant skill you will be hired. That is IBM policy
7677;Technology;IBM;3.0;It was near to my place;PIP inspire of good performance
7678;Technology;IBM;2.0;Job security is excellent;Career growth is nill. The managers are not keen in the growth of the lower level agents career. Partiality given to people they are close to. Salary is comparatively less to other companies
7679;Technology;IBM;5.0;it is a comfortable place to work , great learning opportunities;when at client location strict working hours and attendance
7680;Technology;IBM;1.0;It is a worst company I recommend everyone not to join this company as there is no growth and carrer oppurtinuty if u want start ur career In this company then be ready to carry the buckets of mangers and team lead and there is no value for people who work hard.;Partiality politics pays very less salary no growth they give more preference for people who buy them everything.
7681;Technology;IBM;5.0;Such a best company..Full job security...;Nothing ..
7682;Technology;IBM;5.0;Flexibility and work environment;Salary and appraisal hike is almost null
7683;Technology;IBM;4.0;Good training, innovation;10 hours of work
7684;Technology;IBM;5.0;Global culture Rich values around giving back to community Unbeatable work life balance here best place for diversity Good company if you want work from home Exposure to various technologies Cross functional team Gives opportunities to work and pick roles which employees want;Low salary growth in comparison Location wise opportunities are little less Geo GD model, less on-site opportunities Slow in decision making
7685;Technology;IBM;4.0;..;..
7686;Technology;IBM;5.0;Work from home upon requets. and Excellent flexible company.;All is well
7687;Technology;IBM;4.0;IBM has great learning platform, skill development wise IBM is lacking bit behind when it comes to testing. Salary increments are normal like any other IT companies, however career growth is very slow thanks to band structure. I must say work life balance is good, if you are working in non financial domain you can always connect from;Employee doesn't feel welcoming when he joins newly, as team is busy with their work. There is no induction program at account level.Band promotions are bit tricky because of it's structure..
7688;Technology;IBM;4.0;Firstly I would like work environment, very pleasant and peaceful place. Job security is much more better than environment. Totally I liked somuch IBM computers.;Teammates they r good but carrer is not grown up it will be going on same way no more any changes.
7689;Technology;IBM;5.0;Because it is one of the best plaetfom growth my skill and knowledge I am very lucky. But you give me chance I was work in this company .;Nathing
7690;Technology;IBM;5.0;Career growth;No work from home
7691;Technology;IBM;5.0;There are good environments;Nono
7692;Technology;IBM;5.0;I have joined as fresher but I have learned a lot . I got lots of opportunity to expose my self.;Nothing
7693;Technology;IBM;5.0;Our teammates are very friendly and supportive, career growth are very high, no politics in our company, wory environment are very good.;Job security
7694;Technology;IBM;5.0;I want job in IBM;No response from my vendor management
7695;Technology;IBM;4.0;I like Training, Job security, Learning, work environment, work life balance;Compensation is decent, but growth is slow
7696;Technology;IBM;3.0;No work pressure And job safety;Less packages no freebies or parties or any outing for team only work work work hikes are given very low.
7697;Technology;IBM;5.0;Work culture is very Good.;No such thing as of now I saw.
7698;Technology;IBM;3.0;Work culture is very good.;Carrier growth
7699;Technology;IBM;5.0;Excellent place to work more and learn more.;Except compensation, everything is asumn.
7700;Technology;IBM;4.0;Job security , in terms of work depends in which project and technology you are working, u will have options of work from home and flexible shifts, transportation , gud hikes for technical jobs.;Appraisal are not good comparing to other companies.
7701;Technology;IBM;5.0;Work environment, Work from Home feature , training.;Nothing one of the best place to work.
7702;Technology;IBM;5.0;Its excellent work invironment.;Salary increment only
7703;Technology;IBM;5.0;Working at IBM is an Wonderful Opportunity.;Much more Appreciations, if Company Increases Gross Pay.
7704;Technology;IBM;5.0;By giving wfh;No
7705;Technology;IBM;4.0;Cross learning opportunity;Project pipeline needs to be more Strong
7706;Technology;IBM;3.0;Training Mandatory 40 hrs. Yes secured if you cleared current role assessment. Career growth is less transparency. Salary is not best matching with peers. Innovation less opportunity. Work life balance is there.;No comments
7707;Technology;IBM;1.0;Worst company;Insecure Job
7708;Technology;IBM;5.0;Work culture;Nothing
7709;Technology;IBM;5.0;IBM provides an excellent working environment and growth potential. This great Company is one of a kind to nurture talent and promote Innovation, all together. The culture itself motivates the employees to bring their ideas forward and bring them to life. Technology Development is the core strength of this wonderful Company. It is a;Every company has own its pros-and-cons. But the good things at IBM could easily shadow its negatives. It would be much better if non-technical managers begin to recognize and appreciate the challenging work done by their technical team-members. Often we need to work in different shift timings due to client engagements from other Geo
7710;Technology;IBM;5.0;IBM is good place to work ,company policies are good;Nothing, everything good
7711;Technology;IBM;5.0;Lead by thoroughbred pro's who inspires everyone to enjoy work. Freedom to express thought and presence n absence are felt. My 2nd Home to me and too many as well;Nothing really
7712;Technology;IBM;5.0;Working at IBM is a perfect blend of pushing one's limits and leaping into a safety net of financial security. It has a avant garde team work culture which brings the best out of every professional. The incentives are rolled out in a timely manner and no one is left behind, not even a weakling. Working at IBM is like striving to achi;What I disliked about IBM was it should have been an HR driven company
7713;Technology;IBM;2.0;Only thing in IBM is work from home facility is helpful rest all nothing special.;Entire year work work always 100% utilisation for each quarter no fun and team engagement nor outing nor annual celebration nor family day fun. Employees leaves always gets elapsed can't utilize annual paid leaves forever.
7714;Technology;IBM;3.0;flexible hours,Not much work pressure;IBM is a Manager-Oriented organization, If a manager doesn't want you to grow in your career, you will not get opportunities no matter how talented you are
7715;Technology;IBM;2.0;Employ need dipend on manager every time, HR always ridiret to manager;Please give some rights to Eploy also ,
7716;Technology;IBM;5.0;IBM is a very good company if you look in terms of job security. The work culture is excellent that you don't need to call anyone mam or sir irrespective of thier position.;No direct contact to HR and relocation is tougher
7717;Technology;IBM;3.0;Job security is the only thing that I think people are here for;Career growth opportunities are limited and colleagues who often tell you to not set wrong expectations by working efficiently. I am seriously disappointed by the work culture and lack of HR interactions or initiatives to look into team dynamics.
7718;Technology;IBM;1.0;This is the pethetic company I ever worked the team where I served 3.5 years it is worst experience.;The management is totally corrupted. They don't deserve that level.
7719;Technology;IBM;5.0;Good work environment;disappointment with salary hikes
7720;Technology;IBM;4.0;IBM is a good place for comfort and stability.;Compensation is not good enough and growth is very slow.
7721;Technology;IBM;5.0;Work culture,work environment,learn new skills;Nothing
7722;Technology;IBM;4.0;Great team, great learning, overall great experience.;Salary structure should be revised.
7723;Technology;IBM;4.0;Job Security and Work- Life balance;Compensation and Benefits Worst Management Growth
7724;Technology;IBM;4.0;in-house training and work-life balance is good.;No choice of work location-preference.salary hike is lower as compared to other companies.
7725;Technology;IBM;4.0;learning, work environment and work-life balance;salary. career growth
7726;Technology;IBM;4.0;It has always been great working with IBM;Salary growths
7727;Technology;IBM;3.0;IBM not winning any new contracts and hence the workforce is becoming stagnate hence no growth. No job security as IBM management is doing job cutting in the name of reskill programs where they are so called asking employees to reskill and assessing with online exams and firing when employees fail. The online exam is built for failure and not for success. .;IBM employees are friendly. Salary below power compared to market. Learning environment is good but no opportunity for learning. Work life balance good.
7728;Technology;IBM;5.0;Ibm is my home initially I worked for ibm as a contractor , ibm gave me opportunity to grow my career made my job permanent in ibm from contractor position, ibm gave me life and food, I wish for sure I ll be back to ibm if I get an opportunity. Thank you so much for IBM, , ibm is a better place for women's to work.I love IBM;Nothing everything is perfect
7729;Technology;IBM;5.0;Transactions, Team Mates, Top level Senior kind behaviour;TVC
7730;Technology;IBM;5.0;IBM provides opportunities and provide skill development courses and trainings to its employees in various fields.;Nothing
7731;Technology;IBM;4.0;Well defined process to work. Really good communication with managers. Helpful environment.. no strict work hrs.. flexible work schedule.. learning is great.. company policies are good.;Hike is really less.. politics is there..
7732;Technology;IBM;5.0;I am happy to entering in IBM family so I am excited to join this company and all'the employee are working and company having a good reputation;Nothing
7733;Technology;IBM;5.0;IBM is great place to work and for learning as well also here is job secure;Only one thing which I dislike that our designated holidays count in ILC utilization.
7734;Technology;IBM;4.0;Everything is really great in IBM. If you are focused and want growth you will get the opportunity.;The only thing I can think is the pay scale is very less as per the market.
7735;Technology;IBM;2.0;IBM is good company, but your work life depends on your reporting manager.;There is no HR there who can help you or support you.
7736;Technology;IBM;2.0;In IBM some managers think themselves as a very expert but not even Know anything just name sake working in IBM Among that madhavi panda no knowledge in sap but acting as a sme great joke;Given comments
7737;Technology;IBM;5.0;I love the environment here in IBM, you can balance your work and life easier.;I don't have anything as of now.
7738;Technology;IBM;4.0;Very good company for carrier growth and learning;Good company
7739;Technology;IBM;2.0;Work from home.;Full of politics in India specially. Very poor growth. Huge work pressure. Very low compensation. IBM India policies are really terrible now a days.
7740;Technology;IBM;5.0;Good company having nice working culture;Nothing
7741;Technology;IBM;4.0;Work life balance. Flexible timings. Work from home.;Not so challenging work, low compensation.
7742;Technology;IBM;3.0;Work culture is very good. Frequent skill enhancing programs. Job security - Uncertain, you can be laid off anytime. Career growth - Brand Name will help for new opportunities. Not good salary for off role employees and no appraisal. Good work-life balance.;Being off role employee of IBM is such a bad thing.
7743;Technology;IBM;1.0;No support.;Yes
7744;Technology;IBM;2.0;I lost my job;I lost my job
7745;Technology;IBM;4.0;Work life balance depends on project. On bench life is tough as RDM ll force u to take something which you may not be interested to work;Hike n progress is not good. No cafeteria
7746;Technology;IBM;5.0;One of the best company to work. One thing that I like about this organization it cares for employee and give them lots of learning and growing opportunities. The only thing is one has to prove his/her capabilities. Once it's done then all doors are open. Very good leadership with futuristic vision.;As people are given flexibility some time people instead of using benefits they start misusing them and it impact all. Manager driven company. All depend on manager.
7747;Technology;IBM;2.0;Work life balance;Monopoly,IBM don't care about employees,managers managerial skills are terrible and pathetic,micromanagement and lot more
7748;Technology;IBM;5.0;Work culture depends on teammates behaviour. IBM gave me life, I love IBM, IBM gives lot of opportunities and treat like family members. Thanks IBM.;No specific drawbacks.
7749;Technology;IBM;4.0;Do your best;All are good
7750;Technology;IBM;5.0;First of all I like the company IBM (Daksh) for over all and my teammates is best for me and training for IBM is also good like soft skill. IBM employees futures growth is good for employe if they work hard because IBM is good company for peoples who want make his career travelling for IBM is also good be on time. Learning and Work;None
7751;Technology;IBM;3.0;Work culture is good. IBM has no swipe in /out time. For women so many benefits like work from home, cabs etc.. Good onsite opportunity. We can choose the project according to intrest. Easy to switch domain /technology.;No annual increment /bonus. Even though we perform excellent hike will be 2-3%. Promotion is very slow and its not dependent on your work its depend on your manager. Utilization concept has flow even though we don't take any leave with 10 govt holiday utilization comes less than 100%.
7752;Technology;IBM;4.0;Opportunities to keep learning and improving skills is prominent;Growth is held in terms of manager view completely
7753;Technology;IBM;5.0;Work flexiblity, good culture and work-life balance very nice;No
7754;Technology;IBM;5.0;IBM India has all the good segments for their Dedicated Employee and IBM culture is very good . You can shift your current Skills to other good skills. Carrier conversation also very good. So Opportunity is the nick name of IBM.;IBM should be their employees who are constantly working from Home.
7755;Technology;IBM;5.0;It is awesome .. performance .. good working nature and the most thing my team will be always support to me;I'm not suppose to work .. because I want change the nature .
7756;Technology;IBM;5.0;Job security is good, work life balance is very good, lot of work from option, Certifications and learnings are very good;Hike is not good, Less onsite opportunity
7757;Technology;IBM;5.0;Work environment and work from home options;Not providing tea / coffee
7758;Technology;IBM;2.0;Empowering already empowered(in some cases overpowered) women employees.;"Highest degree of favoritism & Politics. ""IBM is not a good pay master"". This is what your manager would say when you talk about appraisal. However this doesn't seem true when for higher management. There are lot of basic &Theoretical training programs for you and all are non value adds. You are forced to do such trainings as there i"
7759;Technology;IBM;4.0;The work environment is good ans secured.;The trainings are not as expected.
7760;Technology;IBM;3.0;Work Culture is good. I don't know about other projects, in my project there is no politics. Everyone is helping and cooperative.;My project is good from career perspective. However, i have many friends in IBM. Their projects are like cut paste job. You can not expect any growth. If you are a fresher it entirely depends on your luck which project you got. Also, salary growth is a big issue in IBM GBS.
7761;Technology;IBM;4.0;Truely professional and supportive staff with remarkable process knowledge due to the robust training given at the inception. Employees are given full freedom to com up with ideas and introduce innovation to the process flow. I always notice there is competition with cooperation;Although the management is really supportive, the company doesn't provide good salary, there no facility as bonus or shift allowance and annual hike is also no at all satisfactory.
7762;Technology;IBM;5.0;As per learning perspective lots of things are here to learn and also have job security as per your skills. Environment is good but it totally depends on your team.;Nothing
7763;Technology;IBM;5.0;Work-Life balance;slow career growth again it is upto individual's likes
7764;Technology;IBM;5.0;Management mainly focusing on cross skipping and deployed into versions technologies We can easily manage both work life and personal life;Cab facility. As of now IBM provide the cab in between 7:00 PM to 7:00 AM
7765;Technology;IBM;2.0;The company is open to Innovation. Job security.;Though company is open for innovation, but people managers are bias. Growth opportunities and compensation part is not for people who give there 100%.
7766;Technology;IBM;4.0;Job security is there but appraisal not good .;Work environment is depends on the clientes not in IBM .
7767;Technology;IBM;4.0;IBM encourages learning and if you are a self motivated person, you can learn almost anything as sufficient resources and training are available.;From ISL (India Software Labs - the product division of company) perspective , the company has grown thru acquisition and then the acquired people bring in there own culture and perspective. The managers and there 'known' resources stick around for long and it hinders your growth. Legacy code is worshiped and any new addition /tech stack upgrade is considered RISK.
7768;Technology;IBM;5.0;Flexibility and environment;Hikes are very less and appreciation from managers is not proper.
7769;Technology;IBM;5.0;work life balance , and work culture , most of the time work from home.;yearly hikes
7770;Technology;IBM;5.0;IBM is a great place to work. We can learn new technology and solution. We definitely have scope for learnings.;As it is a big organization, we obviously get less appraisal.
7771;Technology;IBM;3.0;Iam very passionate to work at about iBM;Very strict in office rools
7772;Technology;IBM;5.0;The company is open to innovation and readily adopts latest technology.;Compensation is decent, but growth is slow
7773;Technology;IBM;5.0;Good company to work. It is employee friendly...;Yearly increment is. Not upto the mark..
7774;Technology;IBM;1.0;IBM is very good company and this company environment is very good. All about this are many facilities provided.;No about dislike.
7775;Technology;IBM;5.0;Anything;Ok
7776;Technology;IBM;4.0;Work culture;Annual bonus
7777;Technology;IBM;4.0;Very flexible and competitive to learn in the environment;The management some time not cooperative salary structure very unsatisfied
7778;Technology;IBM;5.0;Work Life balance;Salary/appraisal
7779;Technology;IBM;5.0;Everything is good in IBM, working environment, work culture, helpful coworkers.;Would have expected better pay.
7780;Technology;IBM;3.0;Teammates are very helpful. Career growth is good and we can learn many things like for example Technologies which they were using is good;Facilities are less compared to previous company
7781;Technology;IBM;5.0;Application support;Application development
7782;Technology;IBM;4.0;A good old school company, very friendly and if your not worried about it monetary hikes good company to work.;Internal politics..
7783;Technology;IBM;2.0;Job security;A lot of politics and no support form management.
7784;Technology;IBM;1.0;Nothing, like working environment worst and management giving daily mental pressure and harrasment. If you argue they influence to resign otherwise they threaten from termination.;Management Using bad language.
7785;Technology;IBM;5.0;Work environment;Salary
7786;Technology;IBM;1.0;I don't like anything about this company.;No work culture, no communication with HR,no team work,injustice with salary increment
7787;Technology;IBM;4.0;There is a huge challenge when you moved jobs within ibm , either from your own management or from IBM HR policies , it's very difficult to move within different business units within ibm.not happy ..;Growth and salary , both are difficult to grow..
7788;Technology;IBM;5.0;Flexibility;Less Opportunities
7789;Technology;IBM;5.0;Good company to work;Internal politics and no regular salary hikes.
7790;Technology;IBM;4.0;Support to fullest;Abc
7791;Technology;IBM;5.0;Work life balance, learning opportunities, work culture;No dislike
7792;Technology;IBM;1.0;No swiping.;Worst culture have ever seen. So much of bias. Manager is our brahma here who decides our career. No growth. Nothing. If u r ready to do watever they expect then your life will be good. Though there are good people here... a max of non sense culture. I would highly recommend anyone not to even attend interview
7793;Technology;IBM;4.0;Work culture;Quality of manager
7794;Technology;IBM;4.0;Very good environment to learn and explore...;Compensation is decent. There is no proper training.
7795;Technology;IBM;5.0;I am very happy in ibm company.;But Salary is not increase.
7796;Technology;IBM;5.0;Good place to work;No
7797;Technology;IBM;4.0;Training was good n got many things to learn;Salary is low but got many things to learn through training had a good experience
7798;Technology;IBM;5.0;Work life balance;Those who love tea/ coffee wouldn’t get that here, does not provide drinks
7799;Technology;IBM;5.0;The Company is open to innovation and readily adopts the latest technology. I love the fact that I'm a part of a team that markets reliable, high-quality products and has a global Client base.;Compensation is decent, but growth is slow
7800;Technology;IBM;5.0;IBM is my first company and i learn a lot and i got very good opportunity inside the IBM also.;I Like IBM a lot.
7801;Technology;IBM;5.0;Its job security, we will learn new things and as well as improve our skill set.;iam okay
7802;Technology;IBM;5.0;Working environment is very good;Politics
7803;Technology;IBM;3.0;Lot of experience and work environment ok;nill
7804;Technology;IBM;1.0;Travelling;Poor management
7805;Technology;IBM;1.0;I am not much happy worked with IBM;Too much mental harassment
7806;Technology;IBM;1.0;Nothing absolutely nothing to say;I cant take any single dislike many are disliking aspects in company
7807;Technology;IBM;3.0;IBM is pool of opportunities in almost every field. Delhi/NCR management and work culture is better as compared to Bangalore.;The management at Bangalore location doesn't have any managerial skills let alone be technical. They are at their positions because better people left that positions and moved to other departments. That's why if you come across them as an expert in your job they get insecure for no reason. We had a SME in our team who has b
